file,key,q,nterms,nmasks,D,bandwidth,censored
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-16_ratio-5_rinst-06,16,171,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-16_ratio-5_rinst-07,16,179,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-16_ratio-5_rinst-08,16,180,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-16_ratio-5_rinst-09,16,171,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-00,18,116,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-01,18,119,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-02,18,117,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-03,18,122,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-04,18,110,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-05,18,120,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-06,18,130,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-07,18,118,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-08,18,117,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-2_rinst-09,18,113,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-00,18,158,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-01,18,144,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-02,18,146,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-03,18,165,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-04,18,146,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-05,18,147,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-06,18,154,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-07,18,161,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-08,18,148,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-3_rinst-09,18,158,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-00,18,177,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-01,18,184,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-02,18,180,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-03,18,179,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-04,18,169,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-05,18,164,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-06,18,179,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-07,18,177,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-08,18,190,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-4_rinst-09,18,185,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-00,18,200,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-01,18,210,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-02,18,215,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-03,18,209,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-04,18,200,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-05,18,196,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-06,18,213,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-07,18,195,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-08,18,207,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-18_ratio-5_rinst-09,18,215,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-00,20,129,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-01,20,131,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-02,20,148,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-03,20,133,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-04,20,137,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-05,20,131,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-06,20,126,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-07,20,134,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-08,20,131,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-2_rinst-09,20,120,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-00,20,172,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-01,20,170,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-02,20,185,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-03,20,173,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-04,20,173,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-05,20,181,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-06,20,157,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-07,20,181,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-08,20,166,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-3_rinst-09,20,184,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-00,20,211,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-01,20,206,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-02,20,216,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-03,20,197,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-04,20,206,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-05,20,212,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-06,20,214,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-07,20,200,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-08,20,214,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-4_rinst-09,20,222,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-00,20,219,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-01,20,234,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-02,20,245,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-03,20,237,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-04,20,232,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-05,20,223,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-06,20,246,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-07,20,250,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-08,20,232,1,1,0,
binaryoptimization/max3sat/random/random_max3sat-hams.hdf5,max3sat_n-20_ratio-5_rinst-09,20,228,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-1.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-1.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-1.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-2.cnf-16-cc,16,43,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-2.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-2.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-3.cnf-16-cc,16,43,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-3.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-3.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-4.cnf-16-cc,16,33,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-4.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-no-4.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-1.cnf-16-cc,16,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-1.cnf-18-cc,18,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-1.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-2.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-2.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-2.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-3.cnf-16-cc,16,33,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-3.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-3.cnf-20-cc,20,53,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-4.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-4.cnf-18-cc,18,43,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-1_6-yes1-4.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-1.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-1.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-1.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-2.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-2.cnf-18-cc,18,38,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-2.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-3.cnf-16-cc,16,34,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-3.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-3.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-4.cnf-16-cc,16,39,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-4.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-no-4.cnf-20-cc,20,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-1.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-1.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-1.cnf-20-cc,20,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-2.cnf-16-cc,16,35,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-2.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-2.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-3.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-3.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-3.cnf-20-cc,20,45,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-4.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-4.cnf-18-cc,18,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-2_0-yes1-4.cnf-20-cc,20,46,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-1.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-1.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-1.cnf-20-cc,20,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-2.cnf-16-cc,16,35,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-2.cnf-18-cc,18,39,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-2.cnf-20-cc,20,54,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-3.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-3.cnf-18-cc,18,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-3.cnf-20-cc,20,36,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-4.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-4.cnf-18-cc,18,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-3_4-yes1-4.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-1.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-1.cnf-18-res,18,35,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-1.cnf-20-res,20,58,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-2.cnf-16-cc,16,36,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-2.cnf-18-res,18,40,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-2.cnf-20-res,20,57,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-3.cnf-16-res,16,39,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-3.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-3.cnf-20-cc,20,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-4.cnf-16-cc,16,37,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-4.cnf-18-res,18,48,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-100-6_0-yes1-4.cnf-20-cc,20,51,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-1.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-1.cnf-18-cc,18,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-1.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-2.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-2.cnf-18-cc,18,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-2.cnf-20-cc,20,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-3.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-3.cnf-18-cc,18,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-3.cnf-20-cc,20,54,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-4.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-4.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-no-4.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-1.cnf-16-cc,16,41,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-1.cnf-18-cc,18,48,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-1.cnf-20-cc,20,52,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-2.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-2.cnf-18-cc,18,49,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-2.cnf-20-cc,20,51,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-3.cnf-16-cc,16,38,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-3.cnf-18-cc,18,46,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-3.cnf-20-cc,20,54,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-4.cnf-16-cc,16,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-4.cnf-18-cc,18,47,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-1_6-yes1-4.cnf-20-cc,20,48,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-2_0-no-1.cnf-16-cc,16,44,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-2_0-no-1.cnf-18-cc,18,50,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-2_0-no-1.cnf-20-cc,20,50,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-2_0-no-2.cnf-16-cc,16,42,1,1,0,
binaryoptimization/max3sat/satlib/aim-ham.hdf5,0-aim-200-2_0-no-2.cnf-18-cc,18,47,1,1,0,
